Image_creator_script/img_faces_only 2.0/no_mask_images/3img35_NO-MASKED.jpg,NO-MASKED,"[[105, 158, 337, 337]]","[[172, 267, 60, 60], [307, 267, 69, 69]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img36_NO-MASKED.jpg,NO-MASKED,"[[110, 163, 328, 328]]","[[168, 264, 67, 67], [307, 269, 65, 65]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/3img37_NO-MASKED.jpg,NO-MASKED,"[[114, 166, 322, 322]]","[[168, 264, 67, 67], [301, 266, 70, 70]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img0_NO-MASKED.jpg,NO-MASKED,"[[128, 156, 213, 213]]","[[252, 226, 37, 37], [171, 223, 44, 44]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img1_NO-MASKED.jpg,NO-MASKED,"[[130, 157, 212, 212]]","[[254, 225, 38, 38], [171, 222, 40, 40]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img2_NO-MASKED.jpg,NO-MASKED,"[[132, 160, 212, 212]]","[[251, 224, 38, 38], [170, 222, 44, 44]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img3_NO-MASKED.jpg,NO-MASKED,"[[129, 156, 213, 213]]","[[250, 223, 41, 41], [170, 223, 44, 44]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img4_NO-MASKED.jpg,NO-MASKED,"[[131, 165, 209, 209]]","[[251, 231, 36, 36], [174, 229, 40, 40]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img5_NO-MASKED.jpg,NO-MASKED,"[[137, 184, 219, 219]]","[[197, 260, 22, 22], [239, 343, 23, 23]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img6_NO-MASKED.jpg,NO-MASKED,"[[133, 183, 226, 226]]","[[192, 261, 23, 23], [257, 248, 48, 48]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img7_NO-MASKED.jpg,NO-MASKED,"[[129, 182, 227, 227]]","[[194, 262, 22, 22], [256, 249, 48, 48]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img8_NO-MASKED.jpg,NO-MASKED,"[[134, 182, 224, 224]]","[[184, 266, 22, 22], [255, 251, 49, 49]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img9_NO-MASKED.jpg,NO-MASKED,"[[136, 187, 219, 219]]","[[258, 255, 41, 41], [176, 253, 49, 49]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img10_NO-MASKED.jpg,NO-MASKED,"[[131, 188, 221, 221]]","[[177, 266, 26, 26], [257, 254, 46, 46]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img11_NO-MASKED.jpg,NO-MASKED,"[[137, 190, 217, 217]]","[[255, 253, 44, 44], [172, 247, 56, 56]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img12_NO-MASKED.jpg,NO-MASKED,"[[139, 191, 214, 214]]","[[190, 263, 28, 28], [180, 268, 24, 24]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img13_NO-MASKED.jpg,NO-MASKED,"[[137, 187, 218, 218]]","[[180, 255, 44, 44], [173, 7, 51, 51]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img14_NO-MASKED.jpg,NO-MASKED,"[[137, 187, 217, 217]]","[[257, 250, 51, 51], [174, 6, 52, 52]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img15_NO-MASKED.jpg,NO-MASKED,"[[136, 191, 217, 217]]","[[175, 10, 51, 51], [254, 253, 48, 48]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img16_NO-MASKED.jpg,NO-MASKED,"[[138, 188, 217, 217]]","[[190, 267, 24, 24], [177, 13, 50, 50]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img17_NO-MASKED.jpg,NO-MASKED,"[[137, 189, 217, 217]]","[[191, 268, 23, 23], [257, 253, 48, 48]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img18_NO-MASKED.jpg,NO-MASKED,"[[139, 190, 215, 215]]","[[192, 266, 26, 26], [178, 252, 48, 48]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img19_NO-MASKED.jpg,NO-MASKED,"[[139, 188, 217, 217]]","[[197, 266, 22, 22], [178, 14, 50, 50]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img20_NO-MASKED.jpg,NO-MASKED,"[[144, 192, 206, 206]]","[[180, 17, 50, 50], [257, 250, 53, 53]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img21_NO-MASKED.jpg,NO-MASKED,"[[143, 192, 206, 206]]","[[181, 15, 56, 56], [256, 250, 55, 55]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img22_NO-MASKED.jpg,NO-MASKED,"[[145, 192, 210, 210]]","[[180, 18, 50, 50], [256, 249, 55, 55]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img23_NO-MASKED.jpg,NO-MASKED,"[[143, 188, 216, 216]]","[[194, 265, 25, 25], [184, 20, 48, 48]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img24_NO-MASKED.jpg,NO-MASKED,"[[147, 192, 211, 211]]","[[265, 252, 46, 46], [188, 25, 49, 49]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/4img25_NO-MASKED.jpg,NO-MASKED,"[[147, 190, 216, 216]]","[[199, 267, 26, 26], [190, 25, 53, 53]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img0_NO-MASKED.jpg,NO-MASKED,"[[71, 109, 367, 367]]","[[149, 225, 70, 70], [297, 224, 68, 68]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img1_NO-MASKED.jpg,NO-MASKED,"[[70, 111, 364, 364]]","[[295, 228, 67, 67], [140, 226, 75, 75]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img2_NO-MASKED.jpg,NO-MASKED,"[[65, 121, 354, 354]]","[[141, 239, 62, 62], [289, 229, 71, 71]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img3_NO-MASKED.jpg,NO-MASKED,"[[68, 129, 349, 349]]","[[270, 238, 67, 67], [129, 245, 70, 70]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img4_NO-MASKED.jpg,NO-MASKED,"[[61, 158, 316, 316]]","[[262, 249, 67, 67], [121, 260, 63, 63]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img5_NO-MASKED.jpg,NO-MASKED,"[[61, 159, 331, 331]]","[[127, 271, 55, 55], [268, 250, 73, 73]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img6_NO-MASKED.jpg,NO-MASKED,"[[61, 154, 341, 341]]","[[130, 273, 58, 58], [263, 256, 72, 72]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img7_NO-MASKED.jpg,NO-MASKED,"[[93, 183, 290, 290]]","[[276, 263, 68, 68], [134, 270, 67, 67]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img8_NO-MASKED.jpg,NO-MASKED,"[[96, 168, 311, 311]]","[[284, 259, 70, 70], [143, 267, 70, 70]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img9_NO-MASKED.jpg,NO-MASKED,"[[101, 169, 309, 309]]","[[289, 260, 68, 68], [153, 268, 64, 64]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img10_NO-MASKED.jpg,NO-MASKED,"[[101, 149, 331, 331]]","[[298, 261, 58, 58], [177, 272, 44, 44]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img11_NO-MASKED.jpg,NO-MASKED,"[[142, 154, 306, 306]]","[[329, 253, 61, 61], [212, 257, 48, 48]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img12_NO-MASKED.jpg,NO-MASKED,"[[154, 154, 293, 293]]","[[214, 251, 52, 52], [334, 247, 63, 63]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img13_NO-MASKED.jpg,NO-MASKED,"[[161, 161, 277, 277]]","[[215, 248, 61, 61], [339, 250, 60, 60]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img14_NO-MASKED.jpg,NO-MASKED,"[[166, 163, 272, 272]]","[[346, 250, 59, 59], [222, 247, 57, 57]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img15_NO-MASKED.jpg,NO-MASKED,"[[175, 153, 283, 283]]","[[353, 246, 57, 57], [231, 242, 55, 55]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img16_NO-MASKED.jpg,NO-MASKED,"[[180, 158, 270, 270]]","[[354, 243, 59, 59], [233, 242, 57, 57]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img17_NO-MASKED.jpg,NO-MASKED,"[[173, 161, 264, 264]]","[[238, 246, 54, 54], [353, 249, 55, 55]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img18_NO-MASKED.jpg,NO-MASKED,"[[180, 159, 268, 268]]","[[236, 245, 53, 53], [354, 249, 55, 55]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img19_NO-MASKED.jpg,NO-MASKED,"[[188, 163, 261, 261]]","[[226, 236, 68, 68], [355, 249, 54, 54]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img20_NO-MASKED.jpg,NO-MASKED,"[[193, 165, 255, 255]]","[[354, 250, 53, 53], [232, 241, 64, 64]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img21_NO-MASKED.jpg,NO-MASKED,"[[177, 157, 273, 273]]","[[349, 248, 57, 57], [229, 242, 62, 62]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img22_NO-MASKED.jpg,NO-MASKED,"[[161, 153, 282, 282]]","[[336, 250, 54, 54], [218, 243, 59, 59]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img23_NO-MASKED.jpg,NO-MASKED,"[[151, 151, 288, 288]]","[[331, 249, 54, 54], [213, 244, 59, 59]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img24_NO-MASKED.jpg,NO-MASKED,"[[161, 151, 285, 285]]","[[209, 243, 57, 57], [327, 246, 55, 55]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img25_NO-MASKED.jpg,NO-MASKED,"[[156, 149, 284, 284]]","[[321, 249, 53, 53], [206, 243, 55, 55]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img26_NO-MASKED.jpg,NO-MASKED,"[[145, 150, 284, 284]]","[[315, 247, 57, 57], [189, 239, 67, 67]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img27_NO-MASKED.jpg,NO-MASKED,"[[130, 150, 290, 290]]","[[309, 249, 53, 53], [181, 241, 64, 64]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img28_NO-MASKED.jpg,NO-MASKED,"[[125, 149, 290, 290]]","[[186, 238, 59, 59], [299, 242, 56, 56]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img29_NO-MASKED.jpg,NO-MASKED,"[[129, 149, 289, 289]]","[[297, 243, 55, 55], [171, 229, 73, 73]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img30_NO-MASKED.jpg,NO-MASKED,"[[118, 151, 290, 290]]","[[172, 242, 58, 58], [293, 245, 57, 57]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img31_NO-MASKED.jpg,NO-MASKED,"[[101, 143, 325, 325]]","[[288, 245, 59, 59], [161, 243, 64, 64]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img32_NO-MASKED.jpg,NO-MASKED,"[[104, 153, 295, 295]]","[[153, 237, 73, 73], [280, 243, 64, 64]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img33_NO-MASKED.jpg,NO-MASKED,"[[88, 147, 321, 321]]","[[154, 246, 61, 61], [280, 248, 57, 57]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img34_NO-MASKED.jpg,NO-MASKED,"[[97, 165, 298, 298]]","[[278, 255, 57, 57], [153, 259, 56, 56]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img35_NO-MASKED.jpg,NO-MASKED,"[[89, 170, 302, 302]]","[[277, 261, 57, 57], [155, 268, 49, 49]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img36_NO-MASKED.jpg,NO-MASKED,"[[82, 183, 320, 320]]","[[278, 276, 58, 58], [148, 284, 53, 53]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img37_NO-MASKED.jpg,NO-MASKED,"[[74, 200, 323, 323]]","[[281, 293, 56, 56], [146, 303, 48, 48]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img38_NO-MASKED.jpg,NO-MASKED,"[[63, 202, 348, 348]]","[[280, 297, 62, 62], [143, 308, 51, 51]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img39_NO-MASKED.jpg,NO-MASKED,"[[92, 178, 348, 348]]","[[313, 277, 60, 60], [171, 284, 52, 52]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img40_NO-MASKED.jpg,NO-MASKED,"[[109, 182, 309, 309]]","[[174, 276, 50, 50], [307, 267, 62, 62]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img41_NO-MASKED.jpg,NO-MASKED,"[[85, 156, 359, 359]]","[[304, 265, 62, 62], [169, 273, 52, 52]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img42_NO-MASKED.jpg,NO-MASKED,"[[110, 172, 289, 289]]","[[291, 252, 63, 63], [161, 262, 55, 55]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img43_NO-MASKED.jpg,NO-MASKED,"[[105, 163, 306, 306]]","[[297, 254, 61, 61], [137, 271, 41, 41]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img44_NO-MASKED.jpg,NO-MASKED,"[[111, 170, 296, 296]]","[[299, 259, 57, 57], [153, 256, 66, 66]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img45_NO-MASKED.jpg,NO-MASKED,"[[106, 162, 306, 306]]","[[298, 256, 56, 56], [165, 264, 50, 50]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img46_NO-MASKED.jpg,NO-MASKED,"[[109, 166, 298, 298]]","[[295, 256, 56, 56], [139, 271, 44, 44]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img47_NO-MASKED.jpg,NO-MASKED,"[[109, 169, 288, 288]]","[[291, 253, 60, 60], [138, 271, 41, 41]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img48_NO-MASKED.jpg,NO-MASKED,"[[100, 164, 299, 299]]","[[288, 254, 55, 55], [135, 267, 44, 44]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img49_NO-MASKED.jpg,NO-MASKED,"[[89, 157, 312, 312]]","[[159, 267, 47, 47], [287, 255, 53, 53]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img50_NO-MASKED.jpg,NO-MASKED,"[[99, 162, 299, 299]]","[[284, 257, 54, 54], [159, 269, 48, 48]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/5img51_NO-MASKED.jpg,NO-MASKED,"[[142, 169, 286, 286]]","[[323, 261, 53, 53], [188, 268, 50, 50]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img0_NO-MASKED.jpg,NO-MASKED,"[[97, 138, 331, 331]]","[[283, 225, 82, 82], [130, 234, 90, 90]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img1_NO-MASKED.jpg,NO-MASKED,"[[113, 125, 331, 331]]","[[305, 214, 82, 82], [148, 227, 79, 79]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img2_NO-MASKED.jpg,NO-MASKED,"[[110, 115, 331, 331]]","[[301, 210, 78, 78], [147, 215, 89, 89]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img3_NO-MASKED.jpg,NO-MASKED,"[[124, 112, 331, 331]]","[[311, 195, 92, 92], [147, 196, 102, 102]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img4_NO-MASKED.jpg,NO-MASKED,"[[121, 114, 331, 331]]","[[307, 204, 79, 79], [149, 204, 100, 100]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img5_NO-MASKED.jpg,NO-MASKED,"[[126, 107, 331, 331]]","[[321, 199, 78, 78], [147, 188, 103, 103]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img6_NO-MASKED.jpg,NO-MASKED,"[[90, 123, 361, 361]]","[[139, 218, 99, 99], [315, 227, 75, 75]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img7_NO-MASKED.jpg,NO-MASKED,"[[83, 138, 364, 364]]","[[311, 239, 79, 79], [144, 239, 90, 90]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img8_NO-MASKED.jpg,NO-MASKED,"[[71, 152, 364, 364]]","[[297, 250, 81, 81], [131, 248, 94, 94]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img9_NO-MASKED.jpg,NO-MASKED,"[[96, 158, 353, 353]]","[[300, 256, 82, 82], [138, 256, 92, 92]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img10_NO-MASKED.jpg,NO-MASKED,"[[99, 161, 331, 331]]","[[300, 254, 86, 86], [135, 253, 96, 96]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img11_NO-MASKED.jpg,NO-MASKED,"[[74, 161, 368, 368]]","[[119, 256, 103, 103], [295, 258, 94, 94]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img12_NO-MASKED.jpg,NO-MASKED,"[[74, 171, 359, 359]]","[[288, 264, 86, 86], [124, 268, 95, 95]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img13_NO-MASKED.jpg,NO-MASKED,"[[69, 177, 353, 353]]","[[276, 267, 91, 91], [112, 272, 97, 97]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img14_NO-MASKED.jpg,NO-MASKED,"[[61, 173, 348, 348]]","[[266, 258, 92, 92], [107, 265, 94, 94]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img15_NO-MASKED.jpg,NO-MASKED,"[[68, 154, 364, 364]]","[[279, 252, 88, 88], [117, 262, 91, 91]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img16_NO-MASKED.jpg,NO-MASKED,"[[53, 149, 371, 371]]","[[264, 245, 92, 92], [102, 260, 89, 89]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img17_NO-MASKED.jpg,NO-MASKED,"[[78, 150, 342, 342]]","[[118, 256, 80, 80], [274, 237, 95, 95]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img18_NO-MASKED.jpg,NO-MASKED,"[[64, 141, 357, 357]]","[[268, 230, 92, 92], [112, 251, 82, 82]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img19_NO-MASKED.jpg,NO-MASKED,"[[63, 137, 368, 368]]","[[269, 234, 86, 86], [113, 250, 84, 84]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img20_NO-MASKED.jpg,NO-MASKED,"[[68, 145, 340, 340]]","[[267, 227, 90, 90], [120, 253, 72, 72]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img21_NO-MASKED.jpg,NO-MASKED,"[[75, 130, 331, 331]]","[[278, 214, 92, 92], [130, 238, 78, 78]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img22_NO-MASKED.jpg,NO-MASKED,"[[75, 118, 354, 354]]","[[294, 216, 81, 81], [141, 232, 70, 70]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img23_NO-MASKED.jpg,NO-MASKED,"[[82, 120, 352, 352]]","[[143, 233, 68, 68], [293, 210, 86, 86]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img24_NO-MASKED.jpg,NO-MASKED,"[[74, 124, 356, 356]]","[[145, 236, 71, 71], [289, 217, 86, 86]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img25_NO-MASKED.jpg,NO-MASKED,"[[81, 124, 357, 357]]","[[150, 235, 74, 74], [291, 217, 84, 84]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img26_NO-MASKED.jpg,NO-MASKED,"[[92, 132, 341, 341]]","[[299, 217, 84, 84], [150, 236, 72, 72]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img27_NO-MASKED.jpg,NO-MASKED,"[[79, 124, 356, 356]]","[[136, 231, 84, 84], [292, 216, 83, 83]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img28_NO-MASKED.jpg,NO-MASKED,"[[67, 117, 364, 364]]","[[288, 212, 84, 84], [137, 228, 81, 81]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img29_NO-MASKED.jpg,NO-MASKED,"[[69, 114, 364, 364]]","[[275, 205, 92, 92], [135, 227, 76, 76]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img30_NO-MASKED.jpg,NO-MASKED,"[[85, 128, 341, 341]]","[[128, 237, 72, 72], [277, 213, 87, 87]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img31_NO-MASKED.jpg,NO-MASKED,"[[89, 133, 345, 345]]","[[272, 214, 91, 91], [122, 237, 80, 80]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img32_NO-MASKED.jpg,NO-MASKED,"[[67, 138, 351, 351]]","[[269, 225, 87, 87], [122, 244, 77, 77]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img33_NO-MASKED.jpg,NO-MASKED,"[[100, 142, 331, 331]]","[[281, 224, 83, 83], [136, 242, 74, 74]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img34_NO-MASKED.jpg,NO-MASKED,"[[102, 132, 345, 345]]","[[287, 221, 85, 85], [129, 236, 83, 83]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img35_NO-MASKED.jpg,NO-MASKED,"[[105, 125, 353, 353]]","[[306, 218, 84, 84], [150, 230, 77, 77]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img36_NO-MASKED.jpg,NO-MASKED,"[[114, 125, 345, 345]]","[[304, 217, 80, 80], [150, 230, 78, 78]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img37_NO-MASKED.jpg,NO-MASKED,"[[124, 140, 331, 331]]","[[294, 215, 95, 95], [125, 229, 100, 100]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img38_NO-MASKED.jpg,NO-MASKED,"[[118, 150, 331, 331]]","[[316, 242, 80, 80], [168, 259, 75, 75]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img39_NO-MASKED.jpg,NO-MASKED,"[[124, 161, 331, 331]]","[[327, 259, 70, 70], [166, 266, 78, 78]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img40_NO-MASKED.jpg,NO-MASKED,"[[114, 206, 334, 334]]","[[308, 300, 65, 65], [147, 305, 77, 77]]"
Image_creator_script/img_faces_only 2.0/no_mask_images/6img41_NO-MASKED.jpg,NO-MASKED,"[[106, 212, 318, 318]]","[[143, 304, 78, 78], [295, 298, 71, 71]]"
